ID_Carro,Marca,Año,Tamaño_Motor,Combustible,Transmision,Kilometraje,Condicion,Precio,Modelo
349.0,Toyota,2000,2.6,Gasolina,Automática,269013,Nuevo,35653.47,Corolla
350.0,BMW,2020,4.3,Eléctrico,Manual,94515,Usado,59300.95,Serie 3
351.0,Mercedes,2019,2.2,Diésel,Automática,150494,Usado,95889.12,GLC
352.0,BMW,2005,1.1,Gasolina,Automática,166685,Usado,33449.34,X5
353.0,Mercedes,2021,4.8,Gasolina,Automática,188088,Usado,99072.6,C-Class
354.0,Ford,2017,4.1,Diésel,Automática,60110,Nuevo,65109.2,Focus
355.0,Mercedes,2007,4.8,Híbrido,Automática,219601,Usado,27998.42,GLA
356.0,Toyota,2006,1.2,Híbrido,Manual,208994,Nuevo,46493.9,Camry
357.0,Ford,2000,5.2,Diésel,Manual,296177,Nuevo,75343.05,Mustang
358.0,Toyota,2020,4.1,Diésel,Automática,260705,Usado,47415.4,RAV4
359.0,Audi,2015,3.8,Eléctrico,Manual,12938,Nuevo,11508.22,A4
360.0,Honda,2011,4.1,Gasolina,Automática,130842,Usado,21017.35,Accord
361.0,Mercedes,2005,5.3,Eléctrico,Manual,264418,Nuevo,80173.29,C-Class
362.0,Honda,2019,3.9,Diésel,Manual,150033,Usado,66595.44,Civic
363.0,Honda,2001,3.9,Eléctrico,Manual,20044,Nuevo,59133.42,Accord
364.0,Mercedes,2013,6.0,Diésel,Manual,99372,Usado,20924.09,E-Class
365.0,Ford,2003,4.8,Eléctrico,Manual,276850,Nuevo,84586.96,Fiesta
366.0,Audi,2000,3.2,Eléctrico,Manual,137046,Nuevo,96270.31,Q7
367.0,Toyota,2022,4.5,Híbrido,Manual,21213,Nuevo,8884.27,Prius
368.0,BMW,2017,2.9,Diésel,Manual,1950,Nuevo,12413.03,X3
369.0,Toyota,2012,2.1,Eléctrico,Manual,254043,Nuevo,89048.83,RAV4
370.0,BMW,2001,4.0,Gasolina,Manual,216085,Nuevo,82477.46,X5
371.0,Toyota,2008,5.6,Eléctrico,Manual,272555,Nuevo,63703.77,Prius
372.0,Mercedes,2020,5.6,Eléctrico,Manual,148843,Nuevo,94771.69,GLA
373.0,Audi,2001,2.7,Gasolina,Manual,297197,Nuevo,66410.9,Q5
374.0,BMW,2008,3.6,Diésel,Automática,248966,Nuevo,25518.6,Serie 3
375.0,Tesla,2000,2.1,Híbrido,Manual,138117,Nuevo,74221.02,Modelo X
376.0,Ford,2010,6.0,Híbrido,Manual,29714,Usado,66342.48,Explorer
377.0,Toyota,2002,5.9,Híbrido,Manual,165458,Nuevo,98645.75,RAV4
378.0,Toyota,2019,4.2,Gasolina,Manual,270706,Nuevo,25320.09,Corolla
379.0,BMW,2022,5.0,Eléctrico,Manual,12026,Usado,61799.07,Serie 3
380.0,Ford,2003,4.6,Diésel,Manual,106147,Usado,79115.91,Fiesta
381.0,Ford,2017,4.0,Eléctrico,Automática,31589,Usado,37203.39,Fiesta
382.0,Mercedes,2022,1.3,Híbrido,Automática,108199,Nuevo,41069.56,C-Class
383.0,Tesla,2005,3.3,Eléctrico,Automática,288988,Usado,89350.67,Modelo Y
384.0,Mercedes,2002,4.4,Gasolina,Manual,208574,Usado,43398.51,E-Class
385.0,Mercedes,2021,4.4,Gasolina,Manual,214340,Usado,64349.62,GLA
386.0,Mercedes,2010,2.9,Diésel,Manual,54708,Nuevo,89477.62,GLC
387.0,Mercedes,2014,5.7,Diésel,Automática,70825,Nuevo,24933.53,C-Class
388.0,Mercedes,2021,1.8,Híbrido,Manual,51574,Nuevo,98278.34,GLA
389.0,Audi,2004,3.5,Diésel,Manual,232409,Nuevo,71685.59,A3
390.0,Ford,2019,4.5,Eléctrico,Automática,186381,Usado,52131.56,Explorer
391.0,Mercedes,2009,4.5,Gasolina,Automática,64230,Nuevo,45937.45,C-Class
392.0,Ford,2011,4.2,Gasolina,Manual,254451,Nuevo,95664.64,Mustang
393.0,Ford,2014,2.4,Gasolina,Manual,247174,Usado,24543.86,Fiesta
394.0,Honda,2016,1.8,Diésel,Manual,219700,Usado,34609.91,CR-V
395.0,Audi,2009,4.2,Gasolina,Manual,287249,Nuevo,34240.31,Q5
396.0,Mercedes,2005,4.0,Gasolina,Automática,246514,Usado,32455.6,GLA
397.0,Toyota,2017,1.9,Gasolina,Manual,264491,Nuevo,49511.11,RAV4
398.0,BMW,2012,4.5,Híbrido,Manual,226094,Nuevo,98972.03,Serie 5
399.0,Tesla,2002,3.3,Híbrido,Automática,148182,Usado,89434.74,Modelo X
400.0,Toyota,2023,4.3,Diésel,Manual,193242,Nuevo,36155.21,Corolla
401.0,Audi,2009,5.2,Gasolina,Manual,182873,Nuevo,45172.66,A4
402.0,BMW,2013,1.8,Diésel,Automática,124926,Usado,68600.67,Serie 3
404.0,Ford,2002,4.9,Gasolina,Manual,19199,Nuevo,82914.6,Explorer
405.0,BMW,2015,4.0,Gasolina,Automática,183208,Nuevo,88580.82,Serie 5
406.0,Ford,2006,4.5,Diésel,Automática,220868,Nuevo,86434.03,Explorer
407.0,Toyota,2019,5.2,Diésel,Manual,120787,Nuevo,40630.17,Corolla
409.0,BMW,2008,5.8,Eléctrico,Manual,148063,Nuevo,6176.89,Serie 3
410.0,BMW,2014,3.7,Diésel,Manual,153625,Usado,42942.56,X5
411.0,Mercedes,2020,3.4,Híbrido,Manual,220782,Nuevo,48740.55,GLA
412.0,Audi,2002,3.0,Diésel,Manual,87493,Nuevo,91162.56,Q7
413.0,Mercedes,2001,1.8,Gasolina,Automática,274915,Nuevo,89928.83,GLA
414.0,Audi,2001,3.9,Eléctrico,Manual,125607,Nuevo,96779.22,Q7
415.0,Mercedes,2002,2.4,Gasolina,Manual,246834,Nuevo,89084.97,GLA
416.0,Ford,2017,5.6,Híbrido,Manual,79876,Nuevo,5779.07,Fiesta
417.0,BMW,2013,3.9,Diésel,Manual,167071,Usado,65938.78,Serie 3
418.0,Toyota,2019,4.0,Diésel,Automática,202959,Nuevo,11482.58,Prius
419.0,Audi,2017,2.8,Gasolina,Automática,243722,Nuevo,30896.46,A4
420.0,Audi,2009,1.3,Gasolina,Automática,44440,Nuevo,59939.22,Q7
422.0,Mercedes,2021,3.1,Eléctrico,Automática,43039,Nuevo,67190.04,GLA
424.0,Tesla,2003,4.0,Eléctrico,Manual,186061,Nuevo,14842.37,Modelo S
425.0,Ford,2013,5.4,Diésel,Automática,273388,Nuevo,17215.75,Fiesta
426.0,BMW,2000,5.4,Eléctrico,Manual,94594,Nuevo,13684.37,X3
427.0,Toyota,2013,4.3,Eléctrico,Automática,170623,Nuevo,21932.27,Prius
428.0,BMW,2015,2.1,Diésel,Automática,194302,Usado,70406.34,Serie 5
429.0,Tesla,2021,5.3,Diésel,Automática,290515,Nuevo,83929.54,Modelo 3
430.0,Audi,2013,5.4,Diésel,Automática,159950,Usado,43837.32,Q5
431.0,Audi,2019,2.0,Híbrido,Manual,167229,Nuevo,70814.24,A3
432.0,Tesla,2002,4.7,Diésel,Manual,5914,Usado,24001.54,Modelo Y
433.0,Toyota,2002,2.4,Gasolina,Automática,214772,Nuevo,97461.61,Prius
435.0,Honda,2005,6.0,Diésel,Automática,227561,Nuevo,85357.36,Accord
436.0,Toyota,2012,1.2,Diésel,Automática,187435,Nuevo,94809.81,Camry
437.0,Honda,2020,5.5,Eléctrico,Automática,95213,Usado,87147.83,Fit
438.0,Tesla,2001,4.1,Híbrido,Automática,37805,Usado,11371.43,Modelo S
439.0,Mercedes,2007,5.9,Diésel,Automática,126599,Nuevo,66779.18,C-Class
440.0,Honda,2020,3.3,Híbrido,Automática,153775,Nuevo,16408.62,Civic
441.0,Ford,2001,5.2,Gasolina,Manual,190093,Usado,5537.99,Mustang
442.0,Mercedes,2003,1.3,Gasolina,Manual,74176,Nuevo,9919.43,GLA
443.0,Honda,2014,2.7,Diésel,Automática,94799,Nuevo,92034.17,Civic
444.0,Tesla,2003,1.3,Gasolina,Manual,98385,Usado,91304.03,Modelo 3
445.0,Mercedes,2012,5.9,Híbrido,Automática,235654,Nuevo,26453.32,C-Class
447.0,Honda,2012,5.3,Diésel,Manual,81462,Nuevo,95727.68,Accord
448.0,Tesla,2013,5.7,Gasolina,Manual,179340,Usado,52187.08,Modelo Y
449.0,Ford,2019,1.4,Híbrido,Automática,165320,Nuevo,42389.89,Mustang
450.0,Honda,2017,2.9,Híbrido,Manual,31159,Usado,50908.63,CR-V
452.0,Honda,2010,2.1,Híbrido,Automática,232974,Usado,50341.38,Civic
453.0,Toyota,2001,2.1,Híbrido,Automática,47800,Nuevo,79411.38,Camry
454.0,Toyota,2022,3.3,Diésel,Manual,94626,Nuevo,46011.26,Corolla
455.0,Toyota,2018,2.3,Híbrido,Manual,118368,Nuevo,28940.54,RAV4
456.0,Ford,2018,1.5,Gasolina,Manual,174735,Nuevo,36014.91,Explorer
457.0,Mercedes,2004,1.8,Diésel,Automática,80903,Usado,12393.23,C-Class
459.0,Audi,2001,5.9,Eléctrico,Manual,241324,Nuevo,19070.54,Q5
460.0,Honda,2009,4.8,Gasolina,Automática,233229,Nuevo,82096.97,Accord
461.0,Tesla,2001,5.8,Gasolina,Manual,61748,Usado,44956.1,Modelo S
462.0,Honda,2010,3.2,Diésel,Manual,41190,Nuevo,77675.22,CR-V
463.0,Ford,2017,2.4,Híbrido,Manual,40318,Nuevo,95673.74,Explorer
466.0,Audi,2008,2.5,Eléctrico,Manual,39759,Usado,58953.97,Q7
467.0,BMW,2022,2.2,Diésel,Manual,278642,Nuevo,20705.82,X3
468.0,Honda,2018,1.6,Diésel,Manual,25989,Nuevo,93862.62,Accord
469.0,Tesla,2008,2.3,Híbrido,Manual,156640,Nuevo,87507.92,Modelo X
470.0,Toyota,2002,2.8,Gasolina,Manual,161171,Nuevo,87119.23,Corolla
471.0,BMW,2020,4.4,Eléctrico,Manual,285626,Nuevo,70861.07,Serie 3
473.0,BMW,2013,2.1,Gasolina,Automática,35814,Usado,6398.77,X5
474.0,Toyota,2018,5.0,Gasolina,Automática,190766,Nuevo,76065.14,Corolla
475.0,Mercedes,2006,1.7,Diésel,Automática,60204,Nuevo,13695.84,E-Class
476.0,Mercedes,2015,2.7,Gasolina,Automática,32844,Nuevo,29676.34,GLA
477.0,BMW,2015,5.3,Diésel,Manual,248827,Nuevo,57391.58,X3
478.0,Ford,2000,1.8,Diésel,Automática,245256,Usado,47914.6,Fiesta
480.0,Tesla,2003,3.4,Eléctrico,Automática,23052,Usado,83278.58,Modelo S
482.0,Honda,2007,3.8,Híbrido,Automática,69803,Nuevo,69777.93,Fit
484.0,Tesla,2004,1.7,Eléctrico,Manual,224582,Nuevo,96270.09,Modelo X
485.0,Tesla,2006,3.9,Gasolina,Automática,67021,Nuevo,16395.84,Modelo 3
486.0,Mercedes,2019,3.5,Eléctrico,Manual,211321,Nuevo,75101.46,GLA
488.0,Toyota,2003,4.1,Eléctrico,Manual,2419,Usado,41275.26,Prius
489.0,Honda,2005,2.4,Eléctrico,Automática,187964,Nuevo,60621.03,Civic
490.0,Tesla,2006,3.4,Eléctrico,Automática,121831,Nuevo,75023.33,Modelo S
491.0,Mercedes,2017,1.4,Gasolina,Automática,244688,Usado,5353.03,GLA
492.0,Audi,2004,3.3,Diésel,Manual,101799,Nuevo,29756.8,Q5
493.0,Mercedes,2019,2.5,Gasolina,Automática,194941,Nuevo,56129.04,GLA
494.0,Honda,2002,5.1,Diésel,Manual,176282,Usado,55623.0,Fit
495.0,Honda,2006,1.3,Gasolina,Manual,108611,Nuevo,65574.51,Civic
496.0,Mercedes,2021,3.1,Híbrido,Manual,137559,Usado,33866.09,C-Class
497.0,Toyota,2013,3.3,Híbrido,Manual,62112,Usado,56350.28,Corolla
499.0,Honda,2004,3.9,Híbrido,Automática,278504,Nuevo,22752.86,CR-V
500.0,Mercedes,2021,4.3,Eléctrico,Automática,233451,Nuevo,59773.58,GLA
501.0,Tesla,2004,4.9,Diésel,Manual,221490,Nuevo,70119.9,Modelo X
502.0,Mercedes,2022,5.3,Híbrido,Automática,265161,Nuevo,16438.0,GLA
503.0,Ford,2001,2.6,Diésel,Manual,191196,Nuevo,16665.04,Mustang
504.0,BMW,2020,3.7,Gasolina,Manual,247418,Nuevo,58703.76,Serie 5
505.0,Audi,2021,5.2,Diésel,Manual,221370,Usado,30659.1,Q7
506.0,Toyota,2005,5.9,Gasolina,Automática,189340,Usado,42277.91,Corolla
507.0,Audi,2014,5.4,Diésel,Automática,66320,Usado,43071.1,A3
511.0,Audi,2023,4.7,Híbrido,Manual,180786,Usado,72925.19,Q7
512.0,Tesla,2006,3.5,Híbrido,Manual,294065,Nuevo,70601.16,Modelo 3
513.0,BMW,2004,3.4,Eléctrico,Automática,266890,Usado,56917.99,Serie 3
514.0,Mercedes,2000,5.2,Eléctrico,Manual,65350,Nuevo,71592.12,E-Class
515.0,Audi,2012,2.8,Gasolina,Manual,181417,Usado,93890.4,A4
516.0,BMW,2020,5.3,Diésel,Automática,240678,Usado,68239.0,X5
517.0,Mercedes,2017,3.0,Gasolina,Automática,22063,Nuevo,30183.68,GLA
518.0,Tesla,2012,2.6,Diésel,Manual,117116,Nuevo,59203.2,Modelo X
520.0,Tesla,2020,4.8,Eléctrico,Manual,134670,Nuevo,57859.82,Modelo Y
521.0,BMW,2017,1.6,Diésel,Manual,10564,Usado,54173.0,Serie 5
524.0,BMW,2003,1.9,Eléctrico,Manual,86134,Nuevo,22932.06,Serie 3
525.0,Honda,2016,3.8,Gasolina,Manual,105940,Usado,10986.59,Accord
526.0,Mercedes,2002,3.9,Eléctrico,Automática,62085,Nuevo,45314.56,E-Class
527.0,Ford,2016,3.4,Diésel,Automática,17862,Nuevo,6483.01,Focus
528.0,Toyota,2010,4.2,Gasolina,Automática,272409,Usado,35238.25,RAV4
529.0,Tesla,2020,2.1,Diésel,Manual,140777,Nuevo,39962.04,Modelo Y
530.0,Ford,2019,3.8,Híbrido,Manual,186351,Nuevo,40680.94,Explorer
531.0,BMW,2022,2.9,Gasolina,Automática,62471,Nuevo,98038.25,X3
532.0,Honda,2020,4.3,Diésel,Automática,91080,Usado,33870.58,Civic
533.0,Tesla,2003,1.7,Eléctrico,Automática,108007,Usado,30196.61,Modelo X
534.0,Honda,2001,3.9,Híbrido,Manual,46104,Nuevo,17291.19,Accord
535.0,Audi,2019,1.9,Diésel,Automática,40934,Nuevo,53545.84,A4
536.0,Honda,2015,2.4,Gasolina,Manual,254606,Nuevo,19599.06,Fit
537.0,Audi,2017,2.1,Diésel,Automática,6050,Usado,63548.0,A3
538.0,Mercedes,2007,1.9,Híbrido,Manual,175024,Nuevo,19740.18,E-Class
539.0,Tesla,2002,5.1,Gasolina,Manual,270628,Nuevo,59783.97,Modelo X
540.0,Tesla,2008,2.4,Híbrido,Automática,184750,Usado,83495.58,Modelo S
541.0,Toyota,2019,5.6,Diésel,Manual,31323,Nuevo,9039.84,RAV4
542.0,BMW,2005,5.8,Eléctrico,Automática,86332,Nuevo,44875.96,Serie 5
543.0,Audi,2009,3.9,Eléctrico,Manual,255540,Usado,48799.65,A3
544.0,Toyota,2020,1.7,Diésel,Manual,254547,Usado,80151.85,Prius
546.0,Honda,2012,5.0,Diésel,Manual,157591,Usado,58915.9,Accord
547.0,Toyota,2016,2.8,Gasolina,Automática,271251,Nuevo,80164.4,Prius
548.0,Tesla,2008,1.4,Híbrido,Automática,55781,Usado,58177.06,Modelo S
549.0,Honda,2016,3.8,Híbrido,Automática,266013,Usado,39038.44,Accord
550.0,Mercedes,2023,5.2,Híbrido,Manual,7971,Nuevo,13155.02,C-Class
551.0,Mercedes,2008,5.0,Diésel,Manual,254927,Usado,74341.98,GLC
552.0,Toyota,2008,1.9,Híbrido,Manual,287795,Nuevo,87758.12,RAV4
553.0,Audi,2000,4.4,Diésel,Automática,23446,Nuevo,97156.13,A4
554.0,Audi,2001,2.1,Gasolina,Automática,257419,Usado,93026.99,A4
556.0,Audi,2000,5.4,Diésel,Manual,3823,Usado,66129.83,Q5
557.0,Tesla,2009,2.2,Diésel,Automática,144526,Nuevo,79238.71,Modelo X
558.0,Tesla,2017,2.3,Eléctrico,Manual,135004,Nuevo,46047.95,Modelo X
559.0,Audi,2007,1.0,Eléctrico,Automática,205162,Nuevo,61503.74,A4
560.0,Mercedes,2020,5.4,Gasolina,Manual,67965,Usado,38126.48,GLA
561.0,Audi,2010,5.0,Híbrido,Automática,272654,Usado,36037.38,Q7
562.0,Tesla,2022,4.1,Diésel,Manual,141609,Nuevo,76885.72,Modelo X
563.0,Ford,2001,4.8,Híbrido,Manual,105935,Usado,48123.61,Explorer
564.0,BMW,2007,1.8,Diésel,Automática,233705,Nuevo,25155.32,X5
566.0,Ford,2007,2.8,Eléctrico,Automática,144854,Nuevo,86621.37,Mustang
567.0,Audi,2016,1.5,Gasolina,Manual,78004,Nuevo,69387.25,A4
568.0,Mercedes,2014,3.4,Eléctrico,Automática,22072,Nuevo,56874.38,GLC
569.0,Toyota,2016,5.6,Híbrido,Automática,81015,Nuevo,43089.18,Corolla
570.0,Audi,2022,1.2,Híbrido,Manual,225075,Nuevo,45927.65,Q5
571.0,Mercedes,2023,2.5,Gasolina,Automática,220010,Nuevo,10456.34,GLA
572.0,BMW,2012,2.0,Eléctrico,Automática,72746,Nuevo,48216.46,Serie 3
574.0,Tesla,2004,5.5,Eléctrico,Manual,128259,Nuevo,41858.72,Modelo X
575.0,Toyota,2011,3.3,Eléctrico,Manual,30916,Usado,41440.22,Camry
576.0,Mercedes,2000,3.3,Híbrido,Manual,27268,Nuevo,6493.08,GLA
577.0,Mercedes,2022,4.8,Híbrido,Automática,175050,Nuevo,48494.35,E-Class
578.0,Mercedes,2004,1.8,Eléctrico,Manual,243966,Usado,7407.08,C-Class
579.0,BMW,2007,3.4,Eléctrico,Automática,23259,Nuevo,59183.2,Serie 5
580.0,Audi,2012,3.1,Eléctrico,Automática,79400,Usado,53144.42,Q5
581.0,BMW,2007,4.0,Híbrido,Automática,296437,Nuevo,84800.81,Serie 3
584.0,Audi,2000,3.0,Eléctrico,Automática,181502,Nuevo,54041.95,Q7
585.0,Tesla,2012,5.1,Diésel,Automática,107009,Usado,71472.1,Modelo Y
586.0,BMW,2018,1.9,Eléctrico,Manual,209137,Usado,13926.56,X5
587.0,Toyota,2023,1.2,Híbrido,Manual,161940,Usado,64002.04,RAV4
588.0,Mercedes,2002,2.0,Diésel,Manual,288453,Usado,92079.5,E-Class
589.0,Mercedes,2023,2.7,Diésel,Automática,285428,Usado,33417.38,GLC
590.0,Audi,2016,3.6,Gasolina,Manual,113259,Nuevo,64529.38,A4
591.0,Tesla,2004,4.1,Eléctrico,Manual,100804,Nuevo,83026.3,Modelo 3
592.0,Honda,2019,5.6,Híbrido,Manual,69000,Nuevo,53621.61,Accord
593.0,Honda,2020,3.5,Gasolina,Automática,84179,Nuevo,73208.06,Accord
594.0,Mercedes,2007,3.5,Gasolina,Manual,291409,Usado,34545.98,C-Class
595.0,Audi,2013,1.3,Eléctrico,Automática,260226,Nuevo,34075.55,A3
596.0,BMW,2003,1.2,Gasolina,Automática,23880,Nuevo,68420.48,X3
597.0,Honda,2010,3.8,Eléctrico,Automática,201264,Usado,72013.84,Civic
598.0,BMW,2019,3.2,Gasolina,Manual,172438,Nuevo,94015.92,X5
599.0,Tesla,2014,5.2,Eléctrico,Manual,245352,Nuevo,26359.66,Modelo Y
600.0,Honda,2018,1.8,Híbrido,Manual,67396,Nuevo,49480.67,Civic
601.0,Honda,2006,1.1,Eléctrico,Automática,279250,Nuevo,28798.78,CR-V
602.0,Ford,2018,3.2,Eléctrico,Manual,56731,Nuevo,12608.76,Focus
604.0,Toyota,2010,1.2,Híbrido,Manual,249091,Usado,40537.67,Prius
605.0,Audi,2004,4.6,Híbrido,Manual,294743,Nuevo,30691.24,A4
606.0,Audi,2004,1.6,Híbrido,Manual,71326,Nuevo,33214.51,A4
607.0,BMW,2021,4.0,Gasolina,Manual,248876,Nuevo,39239.12,Serie 3
608.0,Tesla,2007,2.4,Diésel,Automática,9004,Usado,98939.58,Modelo 3
609.0,Honda,2009,1.9,Híbrido,Automática,115018,Usado,79380.99,Civic
610.0,Toyota,2005,2.9,Gasolina,Automática,25792,Usado,11783.11,Prius
611.0,BMW,2014,5.0,Gasolina,Automática,54645,Usado,87879.25,Serie 5
613.0,BMW,2016,4.8,Diésel,Automática,54766,Nuevo,89606.41,X5
615.0,Honda,2007,4.9,Diésel,Automática,81588,Usado,49129.29,Fit
616.0,Ford,2008,2.2,Eléctrico,Manual,179614,Nuevo,90141.57,Focus
617.0,BMW,2001,4.4,Gasolina,Automática,5913,Nuevo,30894.45,X3
619.0,Toyota,2017,5.6,Gasolina,Manual,113693,Usado,83707.47,Camry
620.0,Audi,2002,2.9,Eléctrico,Manual,93449,Nuevo,98153.0,Q7
623.0,Audi,2003,5.1,Eléctrico,Manual,206040,Nuevo,36432.36,Q7
624.0,BMW,2013,3.6,Diésel,Automática,262463,Nuevo,95691.73,Serie 3
625.0,Ford,2008,4.9,Diésel,Manual,90005,Nuevo,36641.96,Fiesta
626.0,Toyota,2008,2.2,Gasolina,Automática,223098,Nuevo,58695.12,Prius
627.0,Toyota,2022,2.7,Diésel,Automática,4791,Nuevo,43349.53,Camry
628.0,Honda,2017,1.2,Diésel,Automática,131401,Nuevo,42640.91,Fit
629.0,Ford,2009,5.8,Híbrido,Automática,205459,Usado,23370.97,Explorer
630.0,BMW,2020,4.3,Gasolina,Automática,61032,Usado,56022.56,X5
631.0,Audi,2003,5.7,Eléctrico,Manual,175150,Nuevo,85693.4,A4
632.0,Audi,2011,2.3,Gasolina,Manual,21300,Usado,9701.08,Q7
634.0,Tesla,2001,4.4,Híbrido,Automática,191634,Usado,68219.93,Modelo 3
635.0,Mercedes,2021,2.6,Gasolina,Automática,90045,Usado,63590.12,GLA
636.0,Honda,2012,5.2,Gasolina,Manual,267847,Usado,64460.52,Civic
637.0,Audi,2020,5.7,Diésel,Manual,223717,Nuevo,33145.63,Q7
638.0,Ford,2015,5.4,Diésel,Manual,219162,Nuevo,44438.73,Focus
639.0,Honda,2001,4.7,Gasolina,Manual,27676,Usado,80932.55,Civic
640.0,Ford,2010,2.4,Diésel,Manual,220412,Usado,34106.2,Focus
641.0,Tesla,2009,2.4,Diésel,Manual,176512,Nuevo,49651.92,Modelo X
642.0,Toyota,2014,5.8,Diésel,Manual,167995,Nuevo,6865.07,Corolla
643.0,Honda,2016,1.1,Diésel,Manual,291946,Nuevo,74688.04,CR-V
645.0,Honda,2017,4.5,Híbrido,Manual,68147,Usado,54909.08,Accord
646.0,Honda,2022,4.1,Diésel,Manual,22075,Usado,15895.49,Civic
647.0,Honda,2008,6.0,Eléctrico,Manual,205788,Nuevo,99212.85,Accord
648.0,Mercedes,2007,2.6,Gasolina,Manual,9304,Usado,33734.44,GLA
649.0,Honda,2013,2.7,Híbrido,Automática,129851,Nuevo,65324.02,Civic
650.0,Ford,2017,1.4,Híbrido,Manual,59622,Nuevo,60217.45,Fiesta
651.0,Toyota,2021,3.2,Diésel,Automática,108654,Nuevo,79583.76,Camry
652.0,Tesla,2019,2.3,Gasolina,Automática,249109,Nuevo,32914.51,Modelo S
653.0,BMW,2019,2.7,Eléctrico,Automática,286172,Nuevo,76813.1,X3
654.0,Honda,2020,5.2,Diésel,Manual,39328,Nuevo,41337.66,CR-V
655.0,Audi,2011,5.7,Gasolina,Manual,289445,Nuevo,44060.29,Q5
656.0,Honda,2018,1.9,Diésel,Manual,218348,Nuevo,68907.69,Accord
657.0,Audi,2013,2.9,Diésel,Automática,36845,Nuevo,79507.15,A3
658.0,Ford,2016,5.6,Diésel,Automática,76394,Nuevo,68352.33,Explorer
659.0,Audi,2023,1.3,Diésel,Automática,175231,Nuevo,90488.55,Q7
660.0,BMW,2020,1.5,Diésel,Automática,80722,Nuevo,32090.11,Serie 3
661.0,Toyota,2002,1.8,Diésel,Manual,287374,Nuevo,90558.59,Corolla
662.0,Audi,2022,4.0,Diésel,Manual,92554,Usado,17432.03,A4
663.0,Audi,2006,1.8,Eléctrico,Manual,49262,Nuevo,67655.38,A4
664.0,Toyota,2016,5.8,Híbrido,Automática,41722,Nuevo,57024.91,Corolla
665.0,BMW,2011,3.2,Eléctrico,Automática,171231,Nuevo,51990.41,X5
666.0,Honda,2008,3.5,Diésel,Manual,240740,Nuevo,34536.64,Civic
667.0,Audi,2014,2.2,Diésel,Manual,87052,Nuevo,52854.61,A3
668.0,Toyota,2017,3.4,Eléctrico,Automática,100808,Usado,20368.47,Camry
670.0,Toyota,2012,4.8,Híbrido,Manual,262128,Nuevo,14374.69,Camry
672.0,BMW,2007,3.9,Híbrido,Automática,246052,Usado,14097.95,X5
673.0,Honda,2013,5.5,Diésel,Automática,104697,Usado,20232.74,Fit
674.0,Toyota,2007,5.1,Gasolina,Manual,231572,Nuevo,13119.35,RAV4
675.0,Tesla,2013,4.8,Gasolina,Automática,232842,Nuevo,41224.51,Modelo X
676.0,Tesla,2006,1.3,Gasolina,Manual,96299,Usado,84986.05,Modelo Y
677.0,Mercedes,2022,1.0,Gasolina,Manual,165746,Usado,91155.16,GLC
678.0,Audi,2011,2.1,Diésel,Automática,149177,Usado,11829.5,A3
679.0,BMW,2010,4.3,Gasolina,Manual,160811,Usado,65282.26,X5
680.0,Toyota,2021,3.1,Eléctrico,Automática,163041,Usado,70016.62,Prius
681.0,Tesla,2021,3.0,Eléctrico,Automática,14497,Nuevo,55708.14,Modelo X
682.0,Audi,2010,5.4,Gasolina,Manual,254204,Usado,68363.56,Q5
683.0,Tesla,2021,5.5,Eléctrico,Manual,257471,Nuevo,27200.62,Modelo Y
684.0,Toyota,2012,5.5,Híbrido,Automática,92019,Nuevo,51516.2,RAV4
685.0,Ford,2017,2.6,Diésel,Automática,190326,Nuevo,42133.21,Explorer
686.0,Toyota,2001,4.5,Gasolina,Automática,109017,Nuevo,13522.26,Prius
687.0,Mercedes,2020,2.4,Gasolina,Automática,218220,Usado,64427.86,C-Class
688.0,Toyota,2014,2.0,Diésel,Automática,105153,Nuevo,52045.44,Corolla
689.0,Toyota,2019,1.9,Eléctrico,Automática,33826,Usado,31141.53,RAV4
690.0,Mercedes,2017,2.7,Diésel,Manual,110034,Usado,50000.1,C-Class
691.0,BMW,2014,3.1,Diésel,Manual,84242,Nuevo,78653.31,Serie 5
692.0,Toyota,2018,5.2,Eléctrico,Manual,50100,Nuevo,81157.49,RAV4
693.0,Mercedes,2022,1.6,Diésel,Manual,221171,Nuevo,66704.98,GLC
694.0,Audi,2023,4.7,Eléctrico,Automática,12809,Nuevo,49436.04,Q5
695.0,Ford,2011,3.7,Eléctrico,Manual,64450,Usado,59696.22,Explorer
696.0,Ford,2012,2.4,Diésel,Manual,111126,Usado,41576.46,Focus
697.0,Toyota,2021,3.5,Híbrido,Automática,264237,Nuevo,17022.85,RAV4
698.0,BMW,2010,2.5,Eléctrico,Manual,44498,Nuevo,41633.96,X5
699.0,BMW,2004,4.0,Diésel,Automática,116251,Nuevo,55381.61,X3
700.0,Audi,2000,3.2,Eléctrico,Automática,40985,Usado,61889.23,Q7
701.0,Toyota,2023,1.8,Híbrido,Automática,294153,Usado,93901.09,Corolla
702.0,Ford,2002,1.6,Híbrido,Automática,17718,Nuevo,78846.68,Fiesta
703.0,BMW,2021,3.7,Gasolina,Automática,278849,Nuevo,19439.29,X3
704.0,Toyota,2018,5.5,Eléctrico,Manual,62598,Usado,21547.31,Prius
705.0,Tesla,2022,2.7,Eléctrico,Manual,274383,Nuevo,14547.0,Modelo 3
706.0,BMW,2006,4.7,Diésel,Manual,46665,Nuevo,75127.26,Serie 3
707.0,Mercedes,2011,4.3,Eléctrico,Automática,294418,Nuevo,72081.62,C-Class
